Country/Region,ObservationDate,Province/State,Confirmed,Deaths,Recovered
US,3/9/2020,"Lackland, TX (From Diamond Princess)",0,0,0
US,3/9/2020,"Lee County, FL",2,1,0
US,3/9/2020,"Los Angeles, CA",14,0,0
US,3/9/2020,"Madera County, CA",1,0,0
US,3/9/2020,"Madison, WI",1,0,1
US,3/9/2020,"Manatee County, FL",2,0,0
US,3/9/2020,"Maricopa County, AZ",3,0,1
US,3/9/2020,"Marion County, IN",1,0,0
US,3/9/2020,"Marion County, OR",1,0,0
US,3/9/2020,"Middlesex County, MA",7,0,0
US,3/9/2020,"Montgomery County, MD",4,0,0
US,3/9/2020,"Montgomery County, PA",5,0,0
US,3/9/2020,"Montgomery County, TX",0,0,0
US,3/9/2020,"Nassau County, NY",17,0,0
US,3/9/2020,"New York County, NY",19,0,0
US,3/9/2020,"Norfolk County, MA",6,0,0
US,3/9/2020,"Okaloosa County, FL",1,0,0
US,3/9/2020,"Omaha, NE (From Diamond Princess)",0,0,0
US,3/9/2020,"Orange County, CA",4,0,0
US,3/9/2020,"Pierce County, WA",4,0,0
US,3/9/2020,"Pinal County, AZ",2,0,0
US,3/9/2020,"Placer County, CA",7,1,0
US,3/9/2020,"Plymouth County, MA",1,0,0
US,3/9/2020,"Polk County, GA",1,0,0
US,3/9/2020,"Providence County, RI",3,0,0
US,3/9/2020,"Ramsey County, MN",1,0,0
US,3/9/2020,"Riverside County, CA",1,0,0
US,3/9/2020,"Rockingham County, NH",1,0,0
US,3/9/2020,"Rockland County, NY",4,0,0
US,3/9/2020,"Sacramento County, CA",2,0,0
US,3/9/2020,"San Antonio, TX",1,0,0
US,3/9/2020,"San Benito, CA",2,0,0
US,3/9/2020,"San Diego County, CA",3,0,1
US,3/9/2020,"San Francisco County, CA",9,0,0
US,3/9/2020,"San Mateo, CA",2,0,0
US,3/9/2020,"Santa Clara County, CA",38,0,1
US,3/9/2020,"Santa Rosa County, FL",1,1,0
US,3/9/2020,"Sarasota, FL",1,0,0
US,3/9/2020,"Saratoga County, NY",2,0,0
US,3/9/2020,"Shasta County, CA",1,0,0
US,3/9/2020,"Shelby County, TN",1,0,0
US,3/9/2020,"Snohomish County, WA",31,1,0
US,3/9/2020,"Sonoma County, CA",3,0,0
US,3/9/2020,"Spartanburg County, SC",1,0,0
US,3/9/2020,"Spokane County, WA",1,0,0
US,3/9/2020,"St. Louis County, MO",1,0,0
US,3/9/2020,"Suffolk County, MA",8,0,1
US,3/9/2020,"Suffolk County, NY",1,0,0
US,3/9/2020,"Summit County, CO",2,0,0
US,3/9/2020,"Travis, CA (From Diamond Princess)",0,0,0
US,3/9/2020,"Tulsa County, OK",1,0,0
US,3/9/2020,"Ulster County, NY",1,0,0
US,3/9/2020,"Umatilla, OR",1,0,0
US,3/9/2020,Unassigned Location (From Diamond Princess),45,0,0
US,3/9/2020,"Unassigned Location, WA",5,0,0
US,3/9/2020,"Unknown Location, MA",1,0,0
US,3/9/2020,"Volusia County, FL",1,0,0
US,3/9/2020,"Wake County, NC",1,0,0
US,3/9/2020,"Washington County, OR",8,0,0
US,3/9/2020,"Washington, D.C.",2,0,0
US,3/9/2020,"Washoe County, NV",2,0,0
US,3/9/2020,"Wayne County, PA",1,0,0
US,3/9/2020,"Westchester County, NY",98,0,0
US,3/9/2020,"Williamson County, TN",1,0,0
US,3/9/2020,"Yolo County, CA",1,0,0
Ukraine,3/9/2020,,1,0,0
United Arab Emirates,3/9/2020,,45,0,7
Vatican City,3/9/2020,,1,0,0
Vietnam,3/9/2020,,30,0,16
"('St. Martin',)",3/10/2020,,2,0,0
Afghanistan,3/10/2020,,5,0,0
Albania,3/10/2020,,10,0,0
Algeria,3/10/2020,,20,0,0
Andorra,3/10/2020,,1,0,0
Argentina,3/10/2020,,17,1,0
Armenia,3/10/2020,,1,0,0
Australia,3/10/2020,Diamond Princess cruise ship,0,0,0
Australia,3/10/2020,New South Wales,55,2,4
Australia,3/10/2020,Northern Territory,1,0,0
Australia,3/10/2020,Queensland,18,0,8
Australia,3/10/2020,South Australia,7,0,2
Australia,3/10/2020,Tasmania,2,0,0
Australia,3/10/2020,Victoria,18,0,7
Australia,3/10/2020,Western Australia,6,1,0
Austria,3/10/2020,,182,0,4
Azerbaijan,3/10/2020,,11,0,0
Bahrain,3/10/2020,,110,0,22
Bangladesh,3/10/2020,,3,0,0
Belarus,3/10/2020,,9,0,3
Belgium,3/10/2020,,267,0,1
Bhutan,3/10/2020,,1,0,0
Bosnia and Herzegovina,3/10/2020,,5,0,0
Brazil,3/10/2020,,31,0,0
Brunei,3/10/2020,,1,0,0
Bulgaria,3/10/2020,,4,0,0
Burkina Faso,3/10/2020,,1,0,0
Cambodia,3/10/2020,,2,0,1
Cameroon,3/10/2020,,2,0,0
Canada,3/10/2020,Alberta,7,0,0
Canada,3/10/2020,British Columbia,32,1,4
Canada,3/10/2020,Ontario,36,0,4
Canada,3/10/2020,Quebec,4,0,0
Channel Islands,3/10/2020,,1,0,0
Chile,3/10/2020,,13,0,0
Colombia,3/10/2020,,3,0,0
Costa Rica,3/10/2020,,9,0,0
Croatia,3/10/2020,,14,0,0
Cyprus,3/10/2020,,3,0,0
Czech Republic,3/10/2020,,41,0,0
Denmark,3/10/2020,,262,0,1
Dominican Republic,3/10/2020,,5,0,0
Ecuador,3/10/2020,,15,0,0
Egypt,3/10/2020,,59,1,1
Estonia,3/10/2020,,12,0,0
Faroe Islands,3/10/2020,,2,0,0
Finland,3/10/2020,,40,0,1
France,3/10/2020,,1784,33,12
French Guiana,3/10/2020,,5,0,0
Georgia,3/10/2020,,15,0,0
Germany,3/10/2020,,1457,2,18
Gibraltar,3/10/2020,,1,0,1
Greece,3/10/2020,,89,0,0
Holy See,3/10/2020,,1,0,0
Hong Kong,3/10/2020,Hong Kong,120,3,65
Hungary,3/10/2020,,9,0,0
Iceland,3/10/2020,,69,0,1
India,3/10/2020,,56,0,4
Indonesia,3/10/2020,,27,0,2
Iran,3/10/2020,,8042,291,2731
Iraq,3/10/2020,,71,7,3
Ireland,3/10/2020,,34,0,0
Israel,3/10/2020,,58,0,4
Italy,3/10/2020,,10149,631,724
Japan,3/10/2020,,581,10,101
Jordan,3/10/2020,,1,0,0
Kuwait,3/10/2020,,69,0,1
Latvia,3/10/2020,,8,0,1
Lebanon,3/10/2020,,41,1,1
Liechtenstein,3/10/2020,,1,0,0
Lithuania,3/10/2020,,1,0,0
Luxembourg,3/10/2020,,5,0,0
Macau,3/10/2020,Macau,10,0,10
Mainland China,3/10/2020,Anhui,990,6,984
Mainland China,3/10/2020,Beijing,429,8,320
Mainland China,3/10/2020,Chongqing,576,6,547
Mainland China,3/10/2020,Fujian,296,1,295
Mainland China,3/10/2020,Gansu,125,2,88
Mainland China,3/10/2020,Guangdong,1353,8,1274
Mainland China,3/10/2020,Guangxi,252,2,234
Mainland China,3/10/2020,Guizhou,146,2,129
Mainland China,3/10/2020,Hainan,168,6,159
Mainland China,3/10/2020,Hebei,318,6,307
Mainland China,3/10/2020,Heilongjiang,481,13,434
Mainland China,3/10/2020,Henan,1272,22,1247
Mainland China,3/10/2020,Hubei,67760,3024,47743
Mainland China,3/10/2020,Hunan,1018,4,990
Mainland China,3/10/2020,Inner Mongolia,75,1,70
Mainland China,3/10/2020,Jiangsu,631,0,627
Mainland China,3/10/2020,Jiangxi,935,1,927
Mainland China,3/10/2020,Jilin,93,1,91
Mainland China,3/10/2020,Liaoning,125,1,111
Mainland China,3/10/2020,Ningxia,75,0,71
Mainland China,3/10/2020,Qinghai,18,0,18
Mainland China,3/10/2020,Shaanxi,245,1,227
Mainland China,3/10/2020,Shandong,758,6,719
Mainland China,3/10/2020,Shanghai,344,3,319
Mainland China,3/10/2020,Shanxi,133,0,131
Mainland China,3/10/2020,Sichuan,539,3,478
Mainland China,3/10/2020,Tianjin,136,3,131
Mainland China,3/10/2020,Tibet,1,0,1
Mainland China,3/10/2020,Xinjiang,76,3,73
Mainland China,3/10/2020,Yunnan,174,2,170
Mainland China,3/10/2020,Zhejiang,1215,1,1191
Malaysia,3/10/2020,,129,0,24
Maldives,3/10/2020,,6,0,0
Malta,3/10/2020,,5,0,0
Martinique,3/10/2020,,2,0,0
Mexico,3/10/2020,,7,0,4
Moldova,3/10/2020,,3,0,0
Monaco,3/10/2020,,1,0,0
Mongolia,3/10/2020,,1,0,0
Morocco,3/10/2020,,3,1,0
Nepal,3/10/2020,,1,0,1
Netherlands,3/10/2020,,382,4,0
New Zealand,3/10/2020,,5,0,0
Nigeria,3/10/2020,,2,0,0
North Macedonia,3/10/2020,,7,0,0
Norway,3/10/2020,,400,0,1
Oman,3/10/2020,,18,0,9
Others,3/10/2020,Diamond Princess cruise ship,696,6,40
Pakistan,3/10/2020,,16,0,1
Panama,3/10/2020,,1,0,0
Paraguay,3/10/2020,,1,0,0
Peru,3/10/2020,,11,0,0
Philippines,3/10/2020,,33,1,2
Poland,3/10/2020,,22,0,0
Portugal,3/10/2020,,41,0,0
Qatar,3/10/2020,,24,0,0
Romania,3/10/2020,,25,0,3
Russia,3/10/2020,,10,0,3
Saint Barthelemy,3/10/2020,,1,0,0
San Marino,3/10/2020,,51,2,0
Saudi Arabia,3/10/2020,,20,0,1
Senegal,3/10/2020,,4,0,1
Serbia,3/10/2020,,5,0,0
Singapore,3/10/2020,,160,0,78
Slovakia,3/10/2020,,7,0,0
Slovenia,3/10/2020,,31,0,0
South Africa,3/10/2020,,7,0,0
South Korea,3/10/2020,,7513,54,247
Spain,3/10/2020,,1695,35,32
Sri Lanka,3/10/2020,,1,0,1
Sweden,3/10/2020,,355,0,1
Switzerland,3/10/2020,,491,3,3
Taiwan,3/10/2020,Taiwan,47,1,17
Thailand,3/10/2020,,53,1,33
Togo,3/10/2020,,1,0,0
Tunisia,3/10/2020,,5,0,0
UK,3/10/2020,,382,6,18
US,3/10/2020,Alaska,0,0,0
US,3/10/2020,Arizona,6,0,1
US,3/10/2020,Arkansas,0,0,0
US,3/10/2020,California,144,2,2
US,3/10/2020,Colorado,15,0,0
US,3/10/2020,Connecticut,2,0,0
US,3/10/2020,Delaware,0,0,0
US,3/10/2020,Diamond Princess cruise ship,46,0,0
US,3/10/2020,District of Columbia,5,0,0
US,3/10/2020,Florida,15,2,0
US,3/10/2020,Georgia,17,0,0
US,3/10/2020,Grand Princess,21,0,0
US,3/10/2020,Hawaii,2,0,0
US,3/10/2020,Idaho,0,0,0
US,3/10/2020,Illinois,12,0,2
US,3/10/2020,Indiana,6,0,0
US,3/10/2020,Iowa,8,0,0
US,3/10/2020,Kansas,1,0,0
US,3/10/2020,Kentucky,6,0,0
US,3/10/2020,Louisiana,1,0,0
US,3/10/2020,Maine,0,0,0
US,3/10/2020,Maryland,8,0,0
US,3/10/2020,Massachusetts,92,0,1
US,3/10/2020,Michigan,0,0,0
US,3/10/2020,Minnesota,3,0,0
US,3/10/2020,Mississippi,0,0,0
US,3/10/2020,Missouri,1,0,0
US,3/10/2020,Montana,0,0,0
US,3/10/2020,Nebraska,3,0,0
US,3/10/2020,Nevada,4,0,0
US,3/10/2020,New Hampshire,4,0,0
US,3/10/2020,New Jersey,15,1,0
US,3/10/2020,New Mexico,0,0,0
US,3/10/2020,New York,173,0,0
US,3/10/2020,North Carolina,7,0,0
US,3/10/2020,North Dakota,0,0,0
US,3/10/2020,Ohio,3,0,0
US,3/10/2020,Oklahoma,2,0,0
US,3/10/2020,Oregon,15,0,0
US,3/10/2020,Pennsylvania,12,0,0
US,3/10/2020,Rhode Island,3,0,0
US,3/10/2020,South Carolina,7,0,0
US,3/10/2020,South Dakota,0,0,0
US,3/10/2020,Tennessee,7,0,0
US,3/10/2020,Texas,13,0,0
US,3/10/2020,Utah,2,0,0
US,3/10/2020,Vermont,1,0,0
US,3/10/2020,Virginia,7,0,0
US,3/10/2020,Washington,267,23,1
US,3/10/2020,West Virginia,0,0,0
US,3/10/2020,Wisconsin,3,0,1
US,3/10/2020,Wyoming,0,0,0
Ukraine,3/10/2020,,1,0,0
United Arab Emirates,3/10/2020,,74,0,12
Vietnam,3/10/2020,,31,0,16
occupied Palestinian territory,3/10/2020,,25,0,0
Afghanistan,3/11/2020,,7,0,0
Albania,3/11/2020,,12,1,0
Algeria,3/11/2020,,20,0,0
Andorra,3/11/2020,,1,0,0
Argentina,3/11/2020,,19,1,0
Armenia,3/11/2020,,1,0,0
Australia,3/11/2020,Diamond Princess cruise ship,0,0,0
Australia,3/11/2020,New South Wales,65,2,4
Australia,3/11/2020,Northern Territory,1,0,0
Australia,3/11/2020,Queensland,20,0,8
Australia,3/11/2020,South Australia,9,0,2
Australia,3/11/2020,Tasmania,3,0,0
Australia,3/11/2020,Victoria,21,0,7
Australia,3/11/2020,Western Australia,9,1,0
Austria,3/11/2020,,246,0,4
Azerbaijan,3/11/2020,,11,0,3
Bahrain,3/11/2020,,195,0,35
Bangladesh,3/11/2020,,3,0,0
Belarus,3/11/2020,,9,0,3
Belgium,3/11/2020,,314,3,1
Bhutan,3/11/2020,,1,0,0
Bolivia,3/11/2020,,2,0,0
Bosnia and Herzegovina,3/11/2020,,7,0,0
Brazil,3/11/2020,,38,0,0
Brunei,3/11/2020,,11,0,0
Bulgaria,3/11/2020,,7,1,0
Burkina Faso,3/11/2020,,2,0,0
Cambodia,3/11/2020,,3,0,1
Cameroon,3/11/2020,,2,0,0
Canada,3/11/2020,Alberta,19,0,0
Canada,3/11/2020,British Columbia,39,1,4
Canada,3/11/2020,New Brunswick,1,0,0
Canada,3/11/2020,Ontario,41,0,4
Canada,3/11/2020,Quebec,8,0,0
Chile,3/11/2020,,23,0,0
Colombia,3/11/2020,,9,0,0
Congo (Kinshasa),3/11/2020,,1,0,0
Costa Rica,3/11/2020,,13,0,0
Croatia,3/11/2020,,19,0,0
Cyprus,3/11/2020,,6,0,0
Czech Republic,3/11/2020,,91,0,0
Denmark,3/11/2020,Denmark,442,0,1
Denmark,3/11/2020,Faroe Islands,2,0,0
Dominican Republic,3/11/2020,,5,0,0
Ecuador,3/11/2020,,17,0,0
Egypt,3/11/2020,,60,1,27
Estonia,3/11/2020,,16,0,0
Finland,3/11/2020,,59,0,1
France,3/11/2020,France,2281,48,12
France,3/11/2020,Saint Barthelemy,1,0,0
France,3/11/2020,St Martin,2,0,0
French Guiana,3/11/2020,,5,0,0
Georgia,3/11/2020,,24,0,0
Germany,3/11/2020,,1908,3,25
Greece,3/11/2020,,99,1,0
Holy See,3/11/2020,,1,0,0
Honduras,3/11/2020,,2,0,0
Hong Kong,3/11/2020,Hong Kong,126,3,65
Hungary,3/11/2020,,13,0,0
Iceland,3/11/2020,,85,0,1
India,3/11/2020,,62,1,4
Indonesia,3/11/2020,,34,1,2
Iran,3/11/2020,,9000,354,2959
Iraq,3/11/2020,,71,7,15
Ireland,3/11/2020,,43,1,0
Israel,3/11/2020,,109,0,4
Italy,3/11/2020,,12462,827,1045
Ivory Coast,3/11/2020,,1,0,0
Jamaica,3/11/2020,,1,0,0
Japan,3/11/2020,,639,15,118
Jordan,3/11/2020,,1,0,0
Kuwait,3/11/2020,,72,0,2
Latvia,3/11/2020,,10,0,1
Lebanon,3/11/2020,,61,3,1
Liechtenstein,3/11/2020,,1,0,0
Lithuania,3/11/2020,,3,0,0
Luxembourg,3/11/2020,,7,0,0
Macau,3/11/2020,Macau,10,0,10
Mainland China,3/11/2020,Anhui,990,6,984
Mainland China,3/11/2020,Beijing,435,8,326
Mainland China,3/11/2020,Chongqing,576,6,554
Mainland China,3/11/2020,Fujian,296,1,295
Mainland China,3/11/2020,Gansu,0,0,0
Mainland China,3/11/2020,Gansu,127,2,88
Mainland China,3/11/2020,Guangdong,1356,8,1282
Mainland China,3/11/2020,Guangxi,252,2,238
Mainland China,3/11/2020,Guizhou,146,2,133
Mainland China,3/11/2020,Hainan,168,6,159
Mainland China,3/11/2020,Hebei,318,6,307
Mainland China,3/11/2020,Hebei,0,0,0
Mainland China,3/11/2020,Heilongjiang,482,13,436
Mainland China,3/11/2020,Henan,1273,22,1249
Mainland China,3/11/2020,Hubei,67773,3046,49134
Mainland China,3/11/2020,Hunan,1018,4,995
Mainland China,3/11/2020,Inner Mongolia,75,1,71
Mainland China,3/11/2020,Jiangsu,631,0,627
Mainland China,3/11/2020,Jiangxi,935,1,932
Mainland China,3/11/2020,Jilin,93,1,91
Mainland China,3/11/2020,Liaoning,125,1,111
Mainland China,3/11/2020,Ningxia,75,0,72
Mainland China,3/11/2020,Qinghai,18,0,18
Mainland China,3/11/2020,Shaanxi,245,1,232
Mainland China,3/11/2020,Shandong,760,6,726
Mainland China,3/11/2020,Shanghai,344,3,320
Mainland China,3/11/2020,Shanxi,133,0,131
Mainland China,3/11/2020,Sichuan,539,3,488
Mainland China,3/11/2020,Tianjin,136,3,131
Mainland China,3/11/2020,Tibet,1,0,1
Mainland China,3/11/2020,Xinjiang,76,3,73
Mainland China,3/11/2020,Yunnan,174,2,170
Mainland China,3/11/2020,Zhejiang,1215,1,1195
Malaysia,3/11/2020,,149,0,26
Maldives,3/11/2020,,8,0,0
Malta,3/11/2020,,6,0,0
Martinique,3/11/2020,,3,0,0
Mexico,3/11/2020,,8,0,4
Moldova,3/11/2020,,3,0,0
Monaco,3/11/2020,,1,0,0
Mongolia,3/11/2020,,1,0,0
Morocco,3/11/2020,,5,1,0
Nepal,3/11/2020,,1,0,1
Netherlands,3/11/2020,,503,5,0
New Zealand,3/11/2020,,5,0,0
Nigeria,3/11/2020,,2,0,0
North Macedonia,3/11/2020,,7,0,0
Norway,3/11/2020,,598,0,1
Oman,3/11/2020,,18,0,9
Others,3/11/2020,Diamond Princess cruise ship,696,7,325
Pakistan,3/11/2020,,19,0,2
Panama,3/11/2020,,8,1,0
Paraguay,3/11/2020,,5,0,0
Peru,3/11/2020,,11,0,0
Philippines,3/11/2020,,49,1,2
Poland,3/11/2020,,31,0,0
Portugal,3/11/2020,,59,0,0
Qatar,3/11/2020,,262,0,0
Reunion,3/11/2020,,1,0,0
Romania,3/11/2020,,45,0,6
Russia,3/11/2020,,20,0,3
San Marino,3/11/2020,,62,2,0
Saudi Arabia,3/11/2020,,21,0,1
Senegal,3/11/2020,,4,0,1
Serbia,3/11/2020,,12,0,0
Singapore,3/11/2020,,178,0,96
Slovakia,3/11/2020,,10,0,0
Slovenia,3/11/2020,,57,0,0
South Africa,3/11/2020,,13,0,0
South Korea,3/11/2020,,7755,60,288
Spain,3/11/2020,,2277,54,183
Sri Lanka,3/11/2020,,2,0,1
Sweden,3/11/2020,,500,1,1
Switzerland,3/11/2020,,652,4,4
Taiwan,3/11/2020,,48,1,17
Thailand,3/11/2020,,59,1,34
Togo,3/11/2020,,1,0,0
Tunisia,3/11/2020,,7,0,0
Turkey,3/11/2020,,1,0,0
UK,3/11/2020,Channel Islands,2,0,0
UK,3/11/2020,Gibraltar,1,0,1
UK,3/11/2020,UK,456,8,18
US,3/11/2020,Alaska,0,0,0
US,3/11/2020,Arizona,9,0,1
US,3/11/2020,Arkansas,1,0,0
US,3/11/2020,California,177,3,2
US,3/11/2020,Colorado,34,0,0
US,3/11/2020,Connecticut,3,0,0
US,3/11/2020,Delaware,1,0,0
US,3/11/2020,Diamond Princess cruise ship,46,0,0
US,3/11/2020,District of Columbia,10,0,0
US,3/11/2020,Florida,28,2,0
US,3/11/2020,Georgia,23,0,0
US,3/11/2020,Grand Princess,21,0,0
US,3/11/2020,Hawaii,2,0,0
US,3/11/2020,Idaho,0,0,0
US,3/11/2020,Illinois,25,0,2
US,3/11/2020,Indiana,11,0,0
US,3/11/2020,Iowa,13,0,0
US,3/11/2020,Kansas,1,0,0
US,3/11/2020,Kentucky,8,0,0
US,3/11/2020,Louisiana,6,0,0
US,3/11/2020,Maine,0,0,0
US,3/11/2020,Maryland,9,0,0
US,3/11/2020,Massachusetts,95,0,1
US,3/11/2020,Michigan,2,0,0
US,3/11/2020,Minnesota,5,0,0
US,3/11/2020,Mississippi,0,0,0
US,3/11/2020,Missouri,1,0,0
US,3/11/2020,Montana,1,0,0
US,3/11/2020,Nebraska,5,0,0
US,3/11/2020,Nevada,7,0,0
US,3/11/2020,New Hampshire,5,0,0
US,3/11/2020,New Jersey,23,1,0
US,3/11/2020,New Mexico,3,0,0
US,3/11/2020,New York,220,0,0
US,3/11/2020,North Carolina,7,0,0
US,3/11/2020,North Dakota,0,0,0
US,3/11/2020,Ohio,4,0,0
US,3/11/2020,Oklahoma,2,0,0
US,3/11/2020,Oregon,19,0,0
US,3/11/2020,Pennsylvania,16,0,0
US,3/11/2020,Rhode Island,5,0,0
US,3/11/2020,South Carolina,10,0,0
US,3/11/2020,South Dakota,8,1,0
US,3/11/2020,Tennessee,9,0,0
US,3/11/2020,Texas,21,0,0
US,3/11/2020,Utah,3,0,0
US,3/11/2020,Vermont,1,0,0
US,3/11/2020,Virginia,9,0,0
US,3/11/2020,Washington,366,29,1
US,3/11/2020,West Virginia,0,0,0
US,3/11/2020,Wisconsin,6,0,1
US,3/11/2020,Wyoming,0,0,0
Ukraine,3/11/2020,,1,0,0
United Arab Emirates,3/11/2020,,74,0,17
Vietnam,3/11/2020,,38,0,16
occupied Palestinian territory,3/11/2020,,0,0,0
Afghanistan,3/12/2020,,7,0,0
Albania,3/12/2020,,23,1,0
Algeria,3/12/2020,,24,1,8
Andorra,3/12/2020,,1,0,1
Argentina,3/12/2020,,19,1,0
Armenia,3/12/2020,,4,0,0
Australia,3/12/2020,Diamond Princess cruise ship,0,0,0
Australia,3/12/2020,New South Wales,65,2,4
Australia,3/12/2020,Northern Territory,1,0,0
Australia,3/12/2020,Queensland,20,0,8
Australia,3/12/2020,South Australia,9,0,2
Australia,3/12/2020,Tasmania,3,0,0
Australia,3/12/2020,Victoria,21,0,7
Australia,3/12/2020,Western Australia,9,1,0
Austria,3/12/2020,,302,1,4
Azerbaijan,3/12/2020,,11,0,3
Bahrain,3/12/2020,,195,0,35
Bangladesh,3/12/2020,,3,0,0
Belarus,3/12/2020,,12,0,3
Belgium,3/12/2020,,314,3,1
Bhutan,3/12/2020,,1,0,0
Bolivia,3/12/2020,,2,0,0
Bosnia and Herzegovina,3/12/2020,,11,0,0
Brazil,3/12/2020,,52,0,0
Brunei,3/12/2020,,11,0,0
Bulgaria,3/12/2020,,7,1,0
Burkina Faso,3/12/2020,,2,0,0
Cambodia,3/12/2020,,3,0,1
Cameroon,3/12/2020,,2,0,0
Canada,3/12/2020,Alberta,19,0,0
Canada,3/12/2020,British Columbia,46,1,4
Canada,3/12/2020,New Brunswick,1,0,0
Canada,3/12/2020,Ontario,42,0,4
Canada,3/12/2020,Quebec,9,0,0
Chile,3/12/2020,,23,0,0
Colombia,3/12/2020,,9,0,0
Congo (Kinshasa),3/12/2020,,1,0,0
Costa Rica,3/12/2020,,22,0,0
Croatia,3/12/2020,,19,0,0
Cuba,3/12/2020,,3,0,0
Cyprus,3/12/2020,,6,0,0
Czech Republic,3/12/2020,,94,0,0
Denmark,3/12/2020,Denmark,615,0,1
Denmark,3/12/2020,Faroe Islands,2,0,0
Dominican Republic,3/12/2020,,5,0,0
Ecuador,3/12/2020,,17,0,0
Egypt,3/12/2020,,67,1,27
Estonia,3/12/2020,,16,0,0
Finland,3/12/2020,,59,0,1
France,3/12/2020,France,2281,48,12
France,3/12/2020,Saint Barthelemy,1,0,0
France,3/12/2020,St Martin,2,0,0
French Guiana,3/12/2020,,5,0,0
Georgia,3/12/2020,,24,0,0
Germany,3/12/2020,,2078,3,25
Greece,3/12/2020,,99,1,0
Guyana,3/12/2020,,1,1,0
Holy See,3/12/2020,,1,0,0
Honduras,3/12/2020,,2,0,0
Hong Kong,3/12/2020,Hong Kong,129,3,67
Hungary,3/12/2020,,13,0,0
Iceland,3/12/2020,,103,0,1
India,3/12/2020,,73,1,4
Indonesia,3/12/2020,,34,1,2
Iran,3/12/2020,,10075,429,2959
Iraq,3/12/2020,,71,8,15
Ireland,3/12/2020,,43,1,0
Israel,3/12/2020,,131,0,4
Italy,3/12/2020,,12462,827,1045
Ivory Coast,3/12/2020,,1,0,0
Jamaica,3/12/2020,,2,0,0
Japan,3/12/2020,,639,16,118
Jordan,3/12/2020,,1,0,0
Kuwait,3/12/2020,,80,0,5
Latvia,3/12/2020,,10,0,1
Lebanon,3/12/2020,,61,3,1
Liechtenstein,3/12/2020,,1,0,0
Lithuania,3/12/2020,,3,0,0
Luxembourg,3/12/2020,,19,0,0
Macau,3/12/2020,Macau,10,0,10
Mainland China,3/12/2020,Anhui,990,6,984
Mainland China,3/12/2020,Beijing,435,8,334
Mainland China,3/12/2020,Chongqing,576,6,564
Mainland China,3/12/2020,Fujian,296,1,295
Mainland China,3/12/2020,Gansu,0,0,0
Mainland China,3/12/2020,Gansu,127,2,88
Mainland China,3/12/2020,Guangdong,1356,8,1289
Mainland China,3/12/2020,Guangxi,252,2,241
Mainland China,3/12/2020,Guizhou,146,2,137
Mainland China,3/12/2020,Hainan,168,6,160
Mainland China,3/12/2020,Hebei,0,0,0
Mainland China,3/12/2020,Hebei,318,6,308
Mainland China,3/12/2020,Heilongjiang,482,13,441
Mainland China,3/12/2020,Henan,1273,22,1249
Mainland China,3/12/2020,Hubei,67781,3056,50318
Mainland China,3/12/2020,Hunan,1018,4,999
Mainland China,3/12/2020,Inner Mongolia,75,1,71
Mainland China,3/12/2020,Jiangsu,631,0,629
Mainland China,3/12/2020,Jiangxi,935,1,934
Mainland China,3/12/2020,Jilin,93,1,91
Mainland China,3/12/2020,Liaoning,125,1,112
Mainland China,3/12/2020,Ningxia,75,0,72
Mainland China,3/12/2020,Qinghai,18,0,18
Mainland China,3/12/2020,Shaanxi,245,2,232
Mainland China,3/12/2020,Shandong,760,6,734
Mainland China,3/12/2020,Shanghai,344,3,321
Mainland China,3/12/2020,Shanxi,133,0,132
Mainland China,3/12/2020,Sichuan,539,3,498
Mainland China,3/12/2020,Tianjin,136,3,132
Mainland China,3/12/2020,Tibet,1,0,1
Mainland China,3/12/2020,Xinjiang,76,3,73
Mainland China,3/12/2020,Yunnan,174,2,170
Mainland China,3/12/2020,Zhejiang,1215,1,1197
Malaysia,3/12/2020,,149,0,26
Maldives,3/12/2020,,8,0,0
Malta,3/12/2020,,6,0,0
Martinique,3/12/2020,,3,0,0
Mexico,3/12/2020,,12,0,4
Moldova,3/12/2020,,3,0,0
Monaco,3/12/2020,,2,0,0
Mongolia,3/12/2020,,1,0,0
Morocco,3/12/2020,,6,1,0
Nepal,3/12/2020,,1,0,1
Netherlands,3/12/2020,,503,5,0
New Zealand,3/12/2020,,5,0,0
Nigeria,3/12/2020,,2,0,0
North Macedonia,3/12/2020,,7,0,0
Norway,3/12/2020,,702,0,1
Oman,3/12/2020,,18,0,9
Others,3/12/2020,Diamond Princess cruise ship,696,7,325
Pakistan,3/12/2020,,20,0,2
Panama,3/12/2020,,11,1,0
Paraguay,3/12/2020,,5,0,0
Peru,3/12/2020,,15,0,0
Philippines,3/12/2020,,52,2,2
Poland,3/12/2020,,49,1,0
Portugal,3/12/2020,,59,0,0
Qatar,3/12/2020,,262,0,0
Reunion,3/12/2020,,1,0,0
Romania,3/12/2020,,49,0,6
Russia,3/12/2020,,28,0,3
San Marino,3/12/2020,,69,3,0
Saudi Arabia,3/12/2020,,45,0,1
Senegal,3/12/2020,,4,0,1
Serbia,3/12/2020,,19,0,0
Singapore,3/12/2020,,178,0,96
Slovakia,3/12/2020,,16,0,0
Slovenia,3/12/2020,,89,0,0
South Africa,3/12/2020,,17,0,0
South Korea,3/12/2020,,7869,66,333
Spain,3/12/2020,,2277,55,183
Sri Lanka,3/12/2020,,2,0,1
Sweden,3/12/2020,,599,1,1
Switzerland,3/12/2020,,652,4,4
Taiwan,3/12/2020,,49,1,20
